;Razon social;;;;;HARCHA MAQUINARIA  SPA;;;;;;;;Fecha de emisión;;;15-01-2026;;;
;R.U.T;;;;;76.858.929-1;;;;;;;;;;;;;;
;Dirección;;;;;CALLE SERVICIO ORIENTE 700 , Comuna LOS LAGOS;;;;;;;;;;;;;;
;Giro;;;;;Venta Al Por Mayor De Maquinaria Metalúrgica, Para La Minería, Extracción De Petróleo Y Construcción;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
MOVIMIENTOS DE CONTROL POR OBRA Y CENTRO DE COSTO;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Fechas: 01-10-2025 al 31-12-2025;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Obra;;;;;20201 CAMIONES;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2020100001 CT-06 CAMIÓN FREIGHTLINER AMARILLO BSLY79;;;;;;;;;;;;;;;
Cuenta;;;;;301010104 INGRESOS SERVICIOS TRANSPORTES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
17;;;Octubre;;12.208;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.532;FECN/2532/Constructora Region Sur Spa;;;;;;2.700.000;;;2.700.000;
28;;;Noviembre;;13.029;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.565;FECN/2565/FAMILIA CONSTRUCTORA SPA;;;;;;1.320.000;;;4.020.000;
31;;;Diciembre;;13.759;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.607;FECN/2607/FAMILIA CONSTRUCTORA SPA;;;;;;330.000;;;4.350.000;
31;;;Diciembre;;13.849;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.608;FECN/2608/Constructora Region Sur Spa;;;;;;900.000;;;5.250.000;
;;;;;;;;;;;;;;;;;;;;
Total 301010104 INGRESOS SERVICIOS TRANSPORTES;;;;;;;;;;;;;;;;5.250.000;;;5.250.000;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
